method,sample,seq_len,position,region,tail_band,tail_protected,source_id,token_id,token,context_before,dense_nll,nll,delta_nll,kl,same_top1,rope
flashprefill_tail2,3,131072,117913,late,earlier,0,75e7f2ffc9c09f0868bfe03fab087139f2c0c5da17f6887f,10186, policies,", DHS reviewed the integrated master schedule that IBC prepared to identify sources of risk and defined risk categories in TRIO project",7.409814834594727,9.199430465698242,1.7896156311035156,0.2336364984512329,0,yarn4
flashprefill_tail1,2,4096,3950,tail,penultimate_block,0,a12d1df7a84ab7478fc861b8b0221e9b0dd8d0e6a96d18fc,356, C," Medicare as a whole or divided into several subassessments to reflect their various component parts (e.g., Medicare Part",1.6679656505584717,3.456301689147949,1.7883360385894775,0.2025254666805267,1,yarn4
flashprefill_tail0,2,4096,3950,tail,penultimate_block,0,a12d1df7a84ab7478fc861b8b0221e9b0dd8d0e6a96d18fc,356, C," Medicare as a whole or divided into several subassessments to reflect their various component parts (e.g., Medicare Part",1.6679656505584717,3.456301689147949,1.7883360385894775,0.2025254666805267,1,yarn4
flashprefill_tail2,3,131072,130880,tail,penultimate_block,1,ad1e97265c4148aa84685bcfffe30b9009fb9f1788a0b7ff,7096, equipment,", local procurement specialists prepare procurement requests and ensure that procurement requirements are met and that all viable options have been considered. Regional",5.141706943511963,6.918852806091309,1.7771458625793457,0.0542862266302108,1,yarn4
flashprefill_tail2,1,4096,3723,tail,earlier,0,a6d311b6722cdf0fd1e95f07371162c59183a53db1fc5f62,26101, CAP," fiscal years 2016 and 2017, most agencies had not met all targets for the cybersecurity",13.190383911132812,14.95616340637207,1.7657794952392578,0.3940880000591278,1,yarn4
flashprefill_tail0,1,4096,3723,tail,earlier,0,a6d311b6722cdf0fd1e95f07371162c59183a53db1fc5f62,26101, CAP," fiscal years 2016 and 2017, most agencies had not met all targets for the cybersecurity",13.190383911132812,14.95616340637207,1.7657794952392578,0.3940880000591278,1,yarn4
flashprefill_tail1,1,4096,3723,tail,earlier,0,a6d311b6722cdf0fd1e95f07371162c59183a53db1fc5f62,26101, CAP," fiscal years 2016 and 2017, most agencies had not met all targets for the cybersecurity",13.190383911132812,14.95616340637207,1.7657794952392578,0.3940880000591278,1,yarn4
flashprefill_tail1,3,131072,131000,tail,last_block,1,ad1e97265c4148aa84685bcfffe30b9009fb9f1788a0b7ff,28858, Interior," completed lease-versus-purchase analysis tool; one documented the rationale for purchasing rather than leasing, although it did not include",17.656959533691406,19.395736694335938,1.7387771606445312,0.0069372011348605,1,yarn4
flashprefill_tail2,1,16384,14770,late,earlier,0,a6d311b6722cdf0fd1e95f07371162c59183a53db1fc5f62,11627, nine, DHS regarding their efforts to fulfill their requirements described in the act. determined the effectiveness of corrective actions taken by DHS to address,7.623776912689209,9.351089477539062,1.7273125648498535,0.5753315687179565,1,yarn4
flashprefill_tail1,1,16384,14770,late,earlier,0,a6d311b6722cdf0fd1e95f07371162c59183a53db1fc5f62,11627, nine, DHS regarding their efforts to fulfill their requirements described in the act. determined the effectiveness of corrective actions taken by DHS to address,7.623776912689209,9.351089477539062,1.7273125648498535,0.5753315687179565,1,yarn4
flashprefill_tail0,1,16384,14770,late,earlier,0,a6d311b6722cdf0fd1e95f07371162c59183a53db1fc5f62,11627, nine, DHS regarding their efforts to fulfill their requirements described in the act. determined the effectiveness of corrective actions taken by DHS to address,7.623776912689209,9.351089477539062,1.7273125648498535,0.5753315687179565,1,yarn4
flashprefill_tail2,1,131072,130895,tail,penultimate_block,1,9fb60bd9896530a232a2f60b678f1656122cfec5fa2d0bce,27401, Iranian,"'s Mediterranean coast. To date, however, Russia does not appear to have acted militarily to thwart Israeli air strikes against",4.435690879821777,6.160740852355957,1.7250499725341797,0.301706463098526,1,yarn4
flashprefill_tail0,2,32768,32331,tail,earlier,0,1d3a7aa618929e4e3e7f17d8542f5141de8afd669f292e43,22,7,’s 2018 report highlights that the Section 130 Program has seen great success since 19,0.9663662314414978,2.6874899864196777,1.7211236953735352,0.4871614575386047,1,yarn4
flashprefill_tail1,2,32768,32331,tail,earlier,0,1d3a7aa618929e4e3e7f17d8542f5141de8afd669f292e43,22,7,’s 2018 report highlights that the Section 130 Program has seen great success since 19,0.9663662314414978,2.6874899864196777,1.7211236953735352,0.4871614575386047,1,yarn4
flashprefill_tail2,2,32768,32331,tail,earlier,0,1d3a7aa618929e4e3e7f17d8542f5141de8afd669f292e43,22,7,’s 2018 report highlights that the Section 130 Program has seen great success since 19,0.9663662314414978,2.6874899864196777,1.7211236953735352,0.4871614575386047,1,yarn4
flashprefill_tail0,3,32768,32717,tail,last_block,0,38a5830e9f6eb481ec9b4eb23eb5204a6f3d51831fdb2845,434, F," retailer trafficking since our 2006 report. However, we and others, including a group of experts convened by",1.7903698682785034,3.505814552307129,1.7154446840286257,0.1834639608860016,1,yarn4
flashprefill_tail1,1,131072,130846,tail,penultimate_block,0,9fb60bd9896530a232a2f60b678f1656122cfec5fa2d0bce,328, S," in Syria could make it more difficult for Israel to operate there. Since 2015, Russia has operated an",5.359914779663086,7.072497367858887,1.7125825881958008,0.0299060568213462,1,yarn4
flashprefill_tail0,1,131072,130846,tail,penultimate_block,0,9fb60bd9896530a232a2f60b678f1656122cfec5fa2d0bce,328, S," in Syria could make it more difficult for Israel to operate there. Since 2015, Russia has operated an",5.359914779663086,7.072497367858887,1.7125825881958008,0.0299060568213462,1,yarn4
flashprefill_tail1,2,8192,4081,middle,earlier,0,a12d1df7a84ab7478fc861b8b0221e9b0dd8d0e6a96d18fc,821, data," understanding of known and potential fraud risks for the purposes of a fraud risk assessment. For example, the fraud vulnerabilities identified through",1.234756350517273,2.94254207611084,1.707785725593567,0.4165529310703277,0,yarn4
flashprefill_tail0,2,8192,4081,middle,earlier,0,a12d1df7a84ab7478fc861b8b0221e9b0dd8d0e6a96d18fc,821, data," understanding of known and potential fraud risks for the purposes of a fraud risk assessment. For example, the fraud vulnerabilities identified through",1.234756350517273,2.94254207611084,1.707785725593567,0.4165529310703277,0,yarn4
flashprefill_tail2,2,8192,4081,middle,earlier,0,a12d1df7a84ab7478fc861b8b0221e9b0dd8d0e6a96d18fc,821, data," understanding of known and potential fraud risks for the purposes of a fraud risk assessment. For example, the fraud vulnerabilities identified through",1.234756350517273,2.94254207611084,1.707785725593567,0.4165529310703277,0,yarn4
flashprefill_tail0,0,32768,32755,tail,last_block,0,505345771a2e5b438ea4bfa7c0f238f8787f45b0ca52ef7d,16,1," SCS have argued that the United States should, among other things, not invite China to participate in the 20",0.7576553225517273,2.463982105255127,1.7063267230987549,0.5110975503921509,1,native
flashprefill_tail2,0,131072,65587,middle,earlier,0,505345771a2e5b438ea4bfa7c0f238f8787f45b0ca52ef7d,28001, jurisdiction, the EEZ articles in the United Nations Convention on the Law of the Sea (UNCLOS) as granting a coastal state,3.7744407653808594,5.474114894866943,1.699674129486084,0.1083662807941436,1,yarn4
flashprefill_tail0,0,131072,65587,middle,earlier,0,505345771a2e5b438ea4bfa7c0f238f8787f45b0ca52ef7d,28001, jurisdiction, the EEZ articles in the United Nations Convention on the Law of the Sea (UNCLOS) as granting a coastal state,3.7744407653808594,5.474114894866943,1.699674129486084,0.1083662807941436,1,yarn4
flashprefill_tail1,0,131072,65587,middle,earlier,0,505345771a2e5b438ea4bfa7c0f238f8787f45b0ca52ef7d,28001, jurisdiction, the EEZ articles in the United Nations Convention on the Law of the Sea (UNCLOS) as granting a coastal state,3.7744407653808594,5.474114894866943,1.699674129486084,0.1083662807941436,1,yarn4
flashprefill_tail1,0,131072,13151,early,earlier,0,490f14d293ac1c261a07bd50aeac2e86a9e76c726d7883a2,25262, optimization,MB and the 24 DCOI agencies to help improve the reporting of data center-related cost savings and to achieve,5.261976718902588,6.946781158447266,1.6848044395446775,0.0261148232966661,1,yarn4
flashprefill_tail2,0,131072,13151,early,earlier,0,490f14d293ac1c261a07bd50aeac2e86a9e76c726d7883a2,25262, optimization,MB and the 24 DCOI agencies to help improve the reporting of data center-related cost savings and to achieve,5.261976718902588,6.946781158447266,1.6848044395446775,0.0261148232966661,1,yarn4
flashprefill_tail2,0,32768,16419,middle,earlier,0,505345771a2e5b438ea4bfa7c0f238f8787f45b0ca52ef7d,4882, South, crisis or conflict between China and Taiwan; fulfill U.S. obligations under U.S defense treaties with Japan and the Philippines and,5.7190680503845215,7.387653350830078,1.6685853004455566,0.0633970648050308,0,yarn4
flashprefill_tail1,0,32768,16419,middle,earlier,0,505345771a2e5b438ea4bfa7c0f238f8787f45b0ca52ef7d,4882, South, crisis or conflict between China and Taiwan; fulfill U.S. obligations under U.S defense treaties with Japan and the Philippines and,5.7190680503845215,7.387653350830078,1.6685853004455566,0.0633970648050308,0,yarn4
flashprefill_tail0,0,32768,16419,middle,earlier,0,505345771a2e5b438ea4bfa7c0f238f8787f45b0ca52ef7d,4882, South, crisis or conflict between China and Taiwan; fulfill U.S. obligations under U.S defense treaties with Japan and the Philippines and,5.7190680503845215,7.387653350830078,1.6685853004455566,0.0633970648050308,0,yarn4
flashprefill_tail0,1,32768,16378,middle,earlier,0,ff191f2d1d1e910150ba1af73d4d17215693b438f9cd5787,5916, starting," and Medicaid were $1.45 billion. As mentioned previously, we designated Medicare and Medicaid as high- risk programs",9.83309268951416,11.496389389038086,1.6632966995239258,0.0407943204045295,1,native
flashprefill_tail2,1,32768,16378,middle,earlier,0,ff191f2d1d1e910150ba1af73d4d17215693b438f9cd5787,5916, starting," and Medicaid were $1.45 billion. As mentioned previously, we designated Medicare and Medicaid as high- risk programs",9.83309268951416,11.496389389038086,1.6632966995239258,0.0407943204045295,1,native
flashprefill_tail1,1,32768,16378,middle,earlier,0,ff191f2d1d1e910150ba1af73d4d17215693b438f9cd5787,5916, starting," and Medicaid were $1.45 billion. As mentioned previously, we designated Medicare and Medicaid as high- risk programs",9.83309268951416,11.496389389038086,1.6632966995239258,0.0407943204045295,1,native
flashprefill_tail2,1,131072,65482,middle,earlier,0,8ea6dbec3f301d7d0fc538441e0a776832f777a928c44666,5546, counter, trade practices on domestic industries and workers. These include actions taken against dumping (selling at an unfairly low price) or to,1.3898671865463257,3.0525007247924805,1.6626335382461548,0.4318350553512573,1,yarn4
flashprefill_tail1,1,131072,65482,middle,earlier,0,8ea6dbec3f301d7d0fc538441e0a776832f777a928c44666,5546, counter, trade practices on domestic industries and workers. These include actions taken against dumping (selling at an unfairly low price) or to,1.3898671865463257,3.0525007247924805,1.6626335382461548,0.4318350553512573,1,yarn4
flashprefill_tail1,3,16384,8174,middle,earlier,0,9b6fabdffaa8eaf6c613e829f3507a8af89929d8c5b974c4,14429, III," school-based referrals to law enforcement. For a list of other technical assistance centers related to student behavior or discipline, see appendix",0.2870537340641022,1.9391270875930784,1.6520733833312988,1.002354383468628,0,yarn4
flashprefill_tail0,3,16384,8174,middle,earlier,0,9b6fabdffaa8eaf6c613e829f3507a8af89929d8c5b974c4,14429, III," school-based referrals to law enforcement. For a list of other technical assistance centers related to student behavior or discipline, see appendix",0.2870537340641022,1.9391270875930784,1.6520733833312988,1.002354383468628,0,yarn4
flashprefill_tail2,3,16384,8174,middle,earlier,0,9b6fabdffaa8eaf6c613e829f3507a8af89929d8c5b974c4,14429, III," school-based referrals to law enforcement. For a list of other technical assistance centers related to student behavior or discipline, see appendix",0.2870537340641022,1.9391270875930784,1.6520733833312988,1.002354383468628,0,yarn4
flashprefill_tail0,3,32768,32696,tail,last_block,0,38a5830e9f6eb481ec9b4eb23eb5204a6f3d51831fdb2845,1039, our, that were trafficked and the percentage of retailers involved. These data suggest an increase in the estimated rate of retailer trafficking since,1.234424114227295,2.8842966556549072,1.6498725414276123,0.3175581097602844,1,yarn4
flashprefill_tail1,3,16384,16228,tail,penultimate_block,0,ba50360a6669fb0e2fbd41a020483b9bab271b5ce69b5c87,37576, FCC," lands (see fig. 3). According to FCC officials, this new map format will support more frequent data updates.",1.9207288026809688,3.5656723976135254,1.6449435949325562,0.2846583425998688,0,yarn4
flashprefill_tail0,3,16384,16228,tail,penultimate_block,0,ba50360a6669fb0e2fbd41a020483b9bab271b5ce69b5c87,37576, FCC," lands (see fig. 3). According to FCC officials, this new map format will support more frequent data updates.",1.9207288026809688,3.5656723976135254,1.6449435949325562,0.2846583425998688,0,yarn4
flashprefill_tail1,2,32768,16403,middle,earlier,0,679f8b9b9a028f34abb79be22c978d1d4b377ce6ca1f12f9,4678, House," funded through a proposed repurposing of FY2015 Ebola emergency funds), and nutrition (-37%). The",2.049391746520996,3.6691060066223145,1.6197142601013184,0.1853236854076385,1,native
flashprefill_tail0,2,32768,16403,middle,earlier,0,679f8b9b9a028f34abb79be22c978d1d4b377ce6ca1f12f9,4678, House," funded through a proposed repurposing of FY2015 Ebola emergency funds), and nutrition (-37%). The",2.049391746520996,3.6691060066223145,1.6197142601013184,0.1853236854076385,1,native
flashprefill_tail2,2,32768,16403,middle,earlier,0,679f8b9b9a028f34abb79be22c978d1d4b377ce6ca1f12f9,4678, House," funded through a proposed repurposing of FY2015 Ebola emergency funds), and nutrition (-37%). The",2.049391746520996,3.6691060066223145,1.6197142601013184,0.1853236854076385,1,native
flashprefill_tail0,3,16384,16279,tail,last_block,0,ba50360a6669fb0e2fbd41a020483b9bab271b5ce69b5c87,389, on, maps of fixed broadband (see fig. 4). FCC collects and uses data that capture broadband availability to measure broadband access,5.0069260597229,6.622481822967529,1.615555763244629,0.0246191900223493,1,yarn4
flashprefill_tail0,1,32768,16377,middle,earlier,0,ff191f2d1d1e910150ba1af73d4d17215693b438f9cd5787,7468, programs," Medicare and Medicaid were $1.45 billion. As mentioned previously, we designated Medicare and Medicaid as high- risk",1.487565994262695,3.08585786819458,1.5982918739318848,0.2323557734489441,1,yarn4
flashprefill_tail2,1,32768,16377,middle,earlier,0,ff191f2d1d1e910150ba1af73d4d17215693b438f9cd5787,7468, programs," Medicare and Medicaid were $1.45 billion. As mentioned previously, we designated Medicare and Medicaid as high- risk",1.487565994262695,3.08585786819458,1.5982918739318848,0.2323557734489441,1,yarn4
flashprefill_tail1,1,32768,16377,middle,earlier,0,ff191f2d1d1e910150ba1af73d4d17215693b438f9cd5787,7468, programs," Medicare and Medicaid were $1.45 billion. As mentioned previously, we designated Medicare and Medicaid as high- risk",1.487565994262695,3.08585786819458,1.5982918739318848,0.2323557734489441,1,yarn4
flashprefill_tail1,2,32768,32603,tail,penultimate_block,0,1d3a7aa618929e4e3e7f17d8542f5141de8afd669f292e43,66589,recommend," the risk of crashes and fatalities at grade crossings. As required, FHWA’s biennial report includes a section on “",5.921477317810059,7.507473468780518,1.585996150970459,0.6836426258087158,0,yarn4
flashprefill_tail0,2,32768,32603,tail,penultimate_block,0,1d3a7aa618929e4e3e7f17d8542f5141de8afd669f292e43,66589,recommend," the risk of crashes and fatalities at grade crossings. As required, FHWA’s biennial report includes a section on “",5.921477317810059,7.507473468780518,1.585996150970459,0.6836426258087158,0,yarn4
flashprefill_tail0,3,32768,32588,tail,penultimate_block,0,38a5830e9f6eb481ec9b4eb23eb5204a6f3d51831fdb2845,5358, prevent,"7, the rules were considered “inactive.” In our ongoing work, we are continuing to assess FNS’s efforts to",1.611506104469299,3.1956863403320312,1.584180235862732,0.3809477984905243,1,yarn4
flashprefill_tail1,3,32768,32588,tail,penultimate_block,0,38a5830e9f6eb481ec9b4eb23eb5204a6f3d51831fdb2845,5358, prevent,"7, the rules were considered “inactive.” In our ongoing work, we are continuing to assess FNS’s efforts to",1.611506104469299,3.1956863403320312,1.584180235862732,0.3809477984905243,1,yarn4
flashprefill_tail0,3,32768,32404,tail,earlier,0,38a5830e9f6eb481ec9b4eb23eb5204a6f3d51831fdb2845,476, or,—rules to increase them. FNS imposes administrative penalties for retailer trafficking—generally a permanent disqualification from the program,1.4784879684448242,3.053178071975708,1.5746901035308838,0.2718237340450287,0,yarn4
flashprefill_tail1,3,32768,32404,tail,earlier,0,38a5830e9f6eb481ec9b4eb23eb5204a6f3d51831fdb2845,476, or,—rules to increase them. FNS imposes administrative penalties for retailer trafficking—generally a permanent disqualification from the program,1.4784879684448242,3.053178071975708,1.5746901035308838,0.2718237340450287,0,yarn4
flashprefill_tail2,3,32768,32404,tail,earlier,0,38a5830e9f6eb481ec9b4eb23eb5204a6f3d51831fdb2845,476, or,—rules to increase them. FNS imposes administrative penalties for retailer trafficking—generally a permanent disqualification from the program,1.4784879684448242,3.053178071975708,1.5746901035308838,0.2718237340450287,0,yarn4
flashprefill_tail1,0,32768,32490,tail,earlier,0,505345771a2e5b438ea4bfa7c0f238f8787f45b0ca52ef7d,7329, surface, [May 3]. U.S. news network CNBC reported on Wednesday that China had installed anti-ship cruise missiles and,0.4769560098648071,2.047572612762451,1.570616602897644,0.7116870880126953,0,yarn4
flashprefill_tail0,0,32768,32490,tail,earlier,0,505345771a2e5b438ea4bfa7c0f238f8787f45b0ca52ef7d,7329, surface, [May 3]. U.S. news network CNBC reported on Wednesday that China had installed anti-ship cruise missiles and,0.4769560098648071,2.047572612762451,1.570616602897644,0.7116870880126953,0,yarn4
flashprefill_tail2,0,32768,32490,tail,earlier,0,505345771a2e5b438ea4bfa7c0f238f8787f45b0ca52ef7d,7329, surface, [May 3]. U.S. news network CNBC reported on Wednesday that China had installed anti-ship cruise missiles and,0.4769560098648071,2.047572612762451,1.570616602897644,0.7116870880126953,0,yarn4
flashprefill_tail1,3,16384,16096,tail,earlier,0,ba50360a6669fb0e2fbd41a020483b9bab271b5ce69b5c87,37576, FCC,"a geospatial depiction of the coverage area, which FCC refers to as “polygons”—of their coverage areas.",1.452885389328003,3.0226950645446777,1.5698096752166748,0.2623704075813293,0,yarn4
flashprefill_tail0,3,16384,16096,tail,earlier,0,ba50360a6669fb0e2fbd41a020483b9bab271b5ce69b5c87,37576, FCC,"a geospatial depiction of the coverage area, which FCC refers to as “polygons”—of their coverage areas.",1.452885389328003,3.0226950645446777,1.5698096752166748,0.2623704075813293,0,yarn4
flashprefill_tail2,3,16384,16096,tail,earlier,0,ba50360a6669fb0e2fbd41a020483b9bab271b5ce69b5c87,37576, FCC,"a geospatial depiction of the coverage area, which FCC refers to as “polygons”—of their coverage areas.",1.452885389328003,3.0226950645446777,1.5698096752166748,0.2623704075813293,0,yarn4
flashprefill_tail0,0,32768,32670,tail,last_block,0,505345771a2e5b438ea4bfa7c0f238f8787f45b0ca52ef7d,19,4," two dozen countries that is held every two years. At DOD's invitation, China participated in the 201",0.9000383615493774,2.4648053646087646,1.5647670030593872,0.3804131150245666,1,native
flashprefill_tail0,2,32768,32666,tail,last_block,0,1d3a7aa618929e4e3e7f17d8542f5141de8afd669f292e43,2205, local,18 report identified one of the same challenges we heard about from state DOT officials related to the inability or unwillingness of,2.2752904891967773,3.82761812210083,1.5523276329040527,0.1925727128982544,1,yarn4
flashprefill_tail1,3,4096,3787,tail,earlier,0,9b6fabdffaa8eaf6c613e829f3507a8af89929d8c5b974c4,26438, districts," of the schools GAO visited used corporal punishment, according to officials. School district officials from three of the five selected",3.2204153537750244,4.772721767425537,1.5523064136505127,0.0737580507993698,1,yarn4
flashprefill_tail0,3,4096,3787,tail,earlier,0,9b6fabdffaa8eaf6c613e829f3507a8af89929d8c5b974c4,26438, districts," of the schools GAO visited used corporal punishment, according to officials. School district officials from three of the five selected",3.2204153537750244,4.772721767425537,1.5523064136505127,0.0737580507993698,1,yarn4
flashprefill_tail2,3,4096,3787,tail,earlier,0,9b6fabdffaa8eaf6c613e829f3507a8af89929d8c5b974c4,26438, districts," of the schools GAO visited used corporal punishment, according to officials. School district officials from three of the five selected",3.2204153537750244,4.772721767425537,1.5523064136505127,0.0737580507993698,1,yarn4
flashprefill_tail0,3,32768,32589,tail,penultimate_block,0,38a5830e9f6eb481ec9b4eb23eb5204a6f3d51831fdb2845,11,",",", the rules were considered “inactive.” In our ongoing work, we are continuing to assess FNS’s efforts to prevent",0.1879329979419708,1.7396767139434814,1.551743745803833,1.0439211130142212,0,yarn4
flashprefill_tail1,3,32768,32589,tail,penultimate_block,0,38a5830e9f6eb481ec9b4eb23eb5204a6f3d51831fdb2845,11,",",", the rules were considered “inactive.” In our ongoing work, we are continuing to assess FNS’s efforts to prevent",0.1879329979419708,1.7396767139434814,1.551743745803833,1.0439211130142212,0,yarn4
flashprefill_tail2,3,16384,16273,tail,last_block,1,ba50360a6669fb0e2fbd41a020483b9bab271b5ce69b5c87,40825, broadband, same level of granularity as the maps of fixed broadband (see fig. 4). FCC collects and uses data that capture,2.5889127254486084,4.136438369750977,1.5475256443023682,0.2495152056217193,1,yarn4
flashprefill_tail1,2,16384,8192,middle,earlier,0,679f8b9b9a028f34abb79be22c978d1d4b377ce6ca1f12f9,81017, Continuing,2018 funding and 30% more than requested. Neither bill received floor consideration in its respective chamber.,7.996172904968262,9.541852951049805,1.545680046081543,0.1353877484798431,1,yarn4
flashprefill_tail2,2,16384,8192,middle,earlier,0,679f8b9b9a028f34abb79be22c978d1d4b377ce6ca1f12f9,81017, Continuing,2018 funding and 30% more than requested. Neither bill received floor consideration in its respective chamber.,7.996172904968262,9.541852951049805,1.545680046081543,0.1353877484798431,1,yarn4
flashprefill_tail0,2,16384,8192,middle,earlier,0,679f8b9b9a028f34abb79be22c978d1d4b377ce6ca1f12f9,81017, Continuing,2018 funding and 30% more than requested. Neither bill received floor consideration in its respective chamber.,7.996172904968262,9.541852951049805,1.545680046081543,0.1353877484798431,1,yarn4
flashprefill_tail1,1,32768,16378,middle,earlier,0,ff191f2d1d1e910150ba1af73d4d17215693b438f9cd5787,5916, starting," and Medicaid were $1.45 billion. As mentioned previously, we designated Medicare and Medicaid as high- risk programs",8.985861778259277,10.495488166809082,1.509626388549805,0.0527763329446315,1,yarn4
flashprefill_tail0,1,32768,16378,middle,earlier,0,ff191f2d1d1e910150ba1af73d4d17215693b438f9cd5787,5916, starting," and Medicaid were $1.45 billion. As mentioned previously, we designated Medicare and Medicaid as high- risk programs",8.985861778259277,10.495488166809082,1.509626388549805,0.0527763329446315,1,yarn4
flashprefill_tail2,1,32768,16378,middle,earlier,0,ff191f2d1d1e910150ba1af73d4d17215693b438f9cd5787,5916, starting," and Medicaid were $1.45 billion. As mentioned previously, we designated Medicare and Medicaid as high- risk programs",8.985861778259277,10.495488166809082,1.509626388549805,0.0527763329446315,1,yarn4
flashprefill_tail1,3,8192,4143,middle,earlier,0,9b6fabdffaa8eaf6c613e829f3507a8af89929d8c5b974c4,14043, maps, 2013-14 data showed that corporal punishment tended to be most prevalent in southern states (see,8.87814998626709,10.379923820495604,1.5017738342285156,0.0777187868952751,1,yarn4
flashprefill_tail2,3,8192,4143,middle,earlier,0,9b6fabdffaa8eaf6c613e829f3507a8af89929d8c5b974c4,14043, maps, 2013-14 data showed that corporal punishment tended to be most prevalent in southern states (see,8.87814998626709,10.379923820495604,1.5017738342285156,0.0777187868952751,1,yarn4
flashprefill_tail0,3,8192,4143,middle,earlier,0,9b6fabdffaa8eaf6c613e829f3507a8af89929d8c5b974c4,14043, maps, 2013-14 data showed that corporal punishment tended to be most prevalent in southern states (see,8.87814998626709,10.379923820495604,1.5017738342285156,0.0777187868952751,1,yarn4
flashprefill_tail2,3,16384,14747,late,earlier,0,9b6fabdffaa8eaf6c613e829f3507a8af89929d8c5b974c4,8682, schools," and disability status, as well as the poverty level of school and the type of public school. Table 20:",2.788568019866944,4.276852130889893,1.4882841110229492,0.8308537602424622,1,yarn4
flashprefill_tail0,3,16384,14747,late,earlier,0,9b6fabdffaa8eaf6c613e829f3507a8af89929d8c5b974c4,8682, schools," and disability status, as well as the poverty level of school and the type of public school. Table 20:",2.788568019866944,4.276852130889893,1.4882841110229492,0.8308537602424622,1,yarn4
flashprefill_tail1,3,16384,14747,late,earlier,0,9b6fabdffaa8eaf6c613e829f3507a8af89929d8c5b974c4,8682, schools," and disability status, as well as the poverty level of school and the type of public school. Table 20:",2.788568019866944,4.276852130889893,1.4882841110229492,0.8308537602424622,1,yarn4
flashprefill_tail2,0,32768,32601,tail,penultimate_block,1,505345771a2e5b438ea4bfa7c0f238f8787f45b0ca52ef7d,14057,inv," the consequences might be. On May 23, 2018, DOD announced that it was dis",3.823333263397217,5.30917501449585,1.4858417510986328,0.0475642047822475,1,yarn4
flashprefill_tail0,2,32768,32663,tail,last_block,0,1d3a7aa618929e4e3e7f17d8542f5141de8afd669f292e43,45143, unwilling, 2018 report identified one of the same challenges we heard about from state DOT officials related to the inability or,2.470196485519409,3.9554812908172607,1.4852848052978516,0.1264519691467285,1,yarn4
flashprefill_tail1,1,8192,7993,tail,penultimate_block,0,a6d311b6722cdf0fd1e95f07371162c59183a53db1fc5f62,821, data,INSTEIN 2 and EINSTEIN 3 Accelerated is limited because DHS intentionally restricts the amount of,6.641138076782227,8.124772071838379,1.4836339950561523,0.0583656355738639,1,yarn4
flashprefill_tail0,1,8192,7993,tail,penultimate_block,0,a6d311b6722cdf0fd1e95f07371162c59183a53db1fc5f62,821, data,INSTEIN 2 and EINSTEIN 3 Accelerated is limited because DHS intentionally restricts the amount of,6.641138076782227,8.124772071838379,1.4836339950561523,0.0583656355738639,1,yarn4
flashprefill_tail1,2,8192,8066,tail,last_block,1,679f8b9b9a028f34abb79be22c978d1d4b377ce6ca1f12f9,13240, legislation,". For funding trends, see Table 1 . House and Senate SFOPS Legislation . FY2019 SFOPS",2.821676254272461,4.281498908996582,1.459822654724121,0.2638821303844452,1,yarn4
flashprefill_tail2,2,32768,29467,late,earlier,0,1d3a7aa618929e4e3e7f17d8542f5141de8afd669f292e43,49517,—to," in nature—what one engineer considers a close call, others may not. FRA developed another online tool—GradeDec",10.449244499206545,11.908050537109377,1.458806037902832,0.0245103035122156,1,yarn4
flashprefill_tail1,2,32768,29467,late,earlier,0,1d3a7aa618929e4e3e7f17d8542f5141de8afd669f292e43,49517,—to," in nature—what one engineer considers a close call, others may not. FRA developed another online tool—GradeDec",10.449244499206545,11.908050537109377,1.458806037902832,0.0245103035122156,1,yarn4
flashprefill_tail1,2,32768,32260,tail,earlier,0,1d3a7aa618929e4e3e7f17d8542f5141de8afd669f292e43,7079, projects,WA’s biennial report to Congress is intended to provide information to Congress on the progress being made by the states in implementing,3.82827353477478,5.285021781921387,1.4567482471466064,0.1320901811122894,1,yarn4
flashprefill_tail2,2,32768,32260,tail,earlier,0,1d3a7aa618929e4e3e7f17d8542f5141de8afd669f292e43,7079, projects,WA’s biennial report to Congress is intended to provide information to Congress on the progress being made by the states in implementing,3.82827353477478,5.285021781921387,1.4567482471466064,0.1320901811122894,1,yarn4
flashprefill_tail2,3,32768,32642,tail,last_block,1,38a5830e9f6eb481ec9b4eb23eb5204a6f3d51831fdb2845,506, O,", we are continuing to review FNS’s response to our prior recommendations, as well as related recommendations made by USDA’s",1.18393874168396,2.6342639923095703,1.4503252506256104,0.2434560805559158,1,native
flashprefill_tail1,3,32768,32642,tail,last_block,1,38a5830e9f6eb481ec9b4eb23eb5204a6f3d51831fdb2845,506, O,", we are continuing to review FNS’s response to our prior recommendations, as well as related recommendations made by USDA’s",1.18393874168396,2.6338462829589844,1.4499075412750244,0.2434917837381363,1,native
flashprefill_tail2,3,32768,29491,late,earlier,0,38a5830e9f6eb481ec9b4eb23eb5204a6f3d51831fdb2845,4429, taken,"23 percent, from fiscal year 2007 to fiscal year 2016. FNS has",4.50349760055542,5.950340270996094,1.4468426704406738,0.1257052719593048,1,yarn4
flashprefill_tail1,3,32768,29491,late,earlier,0,38a5830e9f6eb481ec9b4eb23eb5204a6f3d51831fdb2845,4429, taken,"23 percent, from fiscal year 2007 to fiscal year 2016. FNS has",4.50349760055542,5.950340270996094,1.4468426704406738,0.1257052719593048,1,yarn4
